LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Baltimore City,03,43,012-001,OTHER PARTIES,5,1,2,0,15
Baltimore City,03,43,012-001,REPUBLICAN,115,19,14,1,268
Baltimore City,03,43,012-001,UNAFFILIATED,163,31,15,9,445
Baltimore City,07,43,012-002,DEMOCRAT,75,35,6,2,163
Baltimore City,07,43,012-002,GREEN,0,0,0,0,1
Baltimore City,07,43,012-002,LIBERTARIAN,2,0,0,0,3
Baltimore City,07,43,012-002,OTHER PARTIES,0,0,0,0,1
Baltimore City,07,43,012-002,REPUBLICAN,21,2,2,1,47
Baltimore City,07,43,012-002,UNAFFILIATED,14,1,1,1,30
Baltimore City,07,43,012-003,DEMOCRAT,300,51,17,8,532
Baltimore City,07,43,012-003,GREEN,6,0,1,0,8
Baltimore City,07,43,012-003,LIBERTARIAN,1,0,0,1,2
Baltimore City,07,43,012-003,OTHER PARTIES,1,0,0,0,3
Baltimore City,07,43,012-003,REPUBLICAN,11,2,1,0,31
Baltimore City,07,43,012-003,UNAFFILIATED,55,8,7,3,133
Baltimore City,07,43,012-004,DEMOCRAT,381,116,48,39,1039
Baltimore City,07,43,012-004,GREEN,1,1,1,0,10
Baltimore City,07,43,012-004,LIBERTARIAN,4,0,1,0,10
Baltimore City,07,43,012-004,OTHER PARTIES,0,0,0,1,2
Baltimore City,07,43,012-004,REPUBLICAN,27,2,3,3,94
Baltimore City,07,43,012-004,UNAFFILIATED,69,19,5,12,324
Baltimore City,07,43,012-005,DEMOCRAT,418,104,44,7,852
Baltimore City,07,43,012-005,GREEN,5,1,0,0,18
Baltimore City,07,43,012-005,LIBERTARIAN,2,0,0,0,7
Baltimore City,07,43,012-005,OTHER PARTIES,1,0,0,0,4
Baltimore City,07,43,012-005,REPUBLICAN,12,2,4,2,49
Baltimore City,07,43,012-005,UNAFFILIATED,52,14,5,3,187
Baltimore City,07,43,012-006,DEMOCRAT,315,73,27,25,608
Baltimore City,07,43,012-006,GREEN,5,2,0,1,12
Baltimore City,07,43,012-006,LIBERTARIAN,0,0,0,0,4
Baltimore City,07,43,012-006,OTHER PARTIES,1,0,0,0,3
Baltimore City,07,43,012-006,REPUBLICAN,16,0,0,1,42
Baltimore City,07,43,012-006,UNAFFILIATED,55,9,13,1,158
Baltimore City,07,43,012-007,DEMOCRAT,494,104,23,22,1165
Baltimore City,07,43,012-007,GREEN,7,0,0,0,10
Baltimore City,07,43,012-007,LIBERTARIAN,2,0,0,1,5
Baltimore City,07,43,012-007,OTHER PARTIES,1,0,0,0,2
Baltimore City,07,43,012-007,REPUBLICAN,8,2,0,2,41
Baltimore City,07,43,012-007,UNAFFILIATED,57,7,1,4,164
Baltimore City,07,43,012-008,DEMOCRAT,535,115,52,54,1013
Baltimore City,07,43,012-008,GREEN,8,1,0,1,20
Baltimore City,07,43,012-008,LIBERTARIAN,5,0,1,0,9
Baltimore City,07,43,012-008,OTHER PARTIES,1,1,0,0,3
Baltimore City,07,43,012-008,REPUBLICAN,18,9,3,1,57
Baltimore City,07,43,012-008,UNAFFILIATED,68,11,0,9,192
Baltimore City,07,43,012-009,DEMOCRAT,500,109,19,34,1188
Baltimore City,07,43,012-009,GREEN,5,5,0,1,19
Baltimore City,07,43,012-009,LIBERTARIAN,1,1,0,0,6
Baltimore City,07,43,012-009,OTHER PARTIES,8,1,1,0,21
Baltimore City,07,43,012-009,REPUBLICAN,44,5,8,1,144
Baltimore City,07,43,012-009,UNAFFILIATED,94,15,5,7,263
Baltimore City,07,43,012-010,DEMOCRAT,360,114,28,19,1206
Baltimore City,07,43,012-010,GREEN,5,4,0,1,14
Baltimore City,07,43,012-010,LIBERTARIAN,0,2,0,0,7
Baltimore City,07,43,012-010,OTHER PARTIES,1,0,0,0,5
Baltimore City,07,43,012-010,REPUBLICAN,8,3,0,1,76
Baltimore City,07,43,012-010,UNAFFILIATED,52,8,5,2,181
Baltimore City,07,43,012-011,DEMOCRAT,252,46,9,34,792
Baltimore City,07,43,012-011,GREEN,1,0,0,0,3
Baltimore City,07,43,012-011,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,43,012-011,OTHER PARTIES,3,0,0,0,6
Baltimore City,07,43,012-011,REPUBLICAN,9,0,0,1,38
Baltimore City,07,43,012-011,UNAFFILIATED,25,7,1,6,117
Baltimore City,07,45,012-012,DEMOCRAT,486,104,30,42,1157
Baltimore City,07,45,012-012,GREEN,4,0,0,0,7
Baltimore City,07,45,012-012,LIBERTARIAN,2,0,0,2,9
Baltimore City,07,45,012-012,OTHER PARTIES,1,0,0,1,6
Baltimore City,07,45,012-012,REPUBLICAN,10,3,2,2,49
Baltimore City,07,45,012-012,UNAFFILIATED,65,11,8,5,209
Baltimore City,03,41,013-001,DEMOCRAT,448,102,105,37,913
Baltimore City,03,41,013-001,GREEN,1,0,0,0,3
Baltimore City,03,41,013-001,LIBERTARIAN,1,0,0,2,3
Baltimore City,03,41,013-001,OTHER PARTIES,1,0,0,1,6
Baltimore City,03,41,013-001,REPUBLICAN,47,3,4,2,104
Baltimore City,03,41,013-001,UNAFFILIATED,74,16,13,3,192
Baltimore City,03,40,013-002,DEMOCRAT,428,103,26,16,839
Baltimore City,03,40,013-002,GREEN,8,0,0,0,12
Baltimore City,03,40,013-002,LIBERTARIAN,4,1,0,0,11
Baltimore City,03,40,013-002,OTHER PARTIES,1,0,0,1,4
Baltimore City,03,40,013-002,REPUBLICAN,50,3,2,2,120
Baltimore City,03,40,013-002,UNAFFILIATED,62,8,7,7,176
Baltimore City,03,40,013-003,DEMOCRAT,731,164,57,28,1436
Baltimore City,03,40,013-003,GREEN,10,1,0,0,22
Baltimore City,03,40,013-003,LIBERTARIAN,9,1,1,0,24
Baltimore City,03,40,013-003,OTHER PARTIES,1,1,0,0,8
Baltimore City,03,40,013-003,REPUBLICAN,96,9,2,1,213
Baltimore City,03,40,013-003,UNAFFILIATED,146,23,7,6,395
Baltimore City,03,40,013-004,DEMOCRAT,375,67,34,16,675
Baltimore City,03,40,013-004,GREEN,5,0,0,1,11
Baltimore City,03,40,013-004,LIBERTARIAN,5,0,1,1,7
Baltimore City,03,40,013-004,OTHER PARTIES,2,0,0,0,3
Baltimore City,03,40,013-004,REPUBLICAN,96,5,6,1,183
Baltimore City,03,40,013-004,UNAFFILIATED,76,8,3,1,193
Baltimore City,03,40,013-005,DEMOCRAT,287,67,28,14,580
Baltimore City,03,40,013-005,GREEN,0,1,1,0,7
Baltimore City,03,40,013-005,LIBERTARIAN,4,0,0,0,8
Baltimore City,03,40,013-005,OTHER PARTIES,1,0,0,0,2
Baltimore City,03,40,013-005,REPUBLICAN,45,3,3,0,94
Baltimore City,03,40,013-005,UNAFFILIATED,60,7,4,0,174
Baltimore City,07,40,013-006,DEMOCRAT,183,27,4,14,497
Baltimore City,07,40,013-006,GREEN,0,0,0,0,1
Baltimore City,07,40,013-006,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,40,013-006,OTHER PARTIES,1,0,0,0,1
Baltimore City,07,40,013-006,REPUBLICAN,2,3,0,0,18
Baltimore City,07,40,013-006,UNAFFILIATED,16,1,2,1,65
Baltimore City,07,40,013-007,DEMOCRAT,351,59,9,36,1181
Baltimore City,07,40,013-007,GREEN,0,0,0,0,2
Baltimore City,07,40,013-007,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,40,013-007,OTHER PARTIES,0,0,0,0,10
Baltimore City,07,40,013-007,REPUBLICAN,6,4,0,1,47
Baltimore City,07,40,013-007,UNAFFILIATED,23,1,0,2,117
Baltimore City,07,40,013-008,DEMOCRAT,510,143,11,20,1409
Baltimore City,07,40,013-008,GREEN,2,0,1,0,5
Baltimore City,07,40,013-008,LIBERTARIAN,0,0,0,0,7
Baltimore City,07,40,013-008,OTHER PARTIES,2,0,0,0,5
Baltimore City,07,40,013-008,REPUBLICAN,9,3,1,2,61
Baltimore City,07,40,013-008,UNAFFILIATED,42,8,1,2,162
Baltimore City,07,40,013-009,DEMOCRAT,280,97,10,20,958
Baltimore City,07,40,013-009,GREEN,0,1,0,0,5
Baltimore City,07,40,013-009,LIBERTARIAN,2,0,0,0,5
Baltimore City,07,40,013-009,OTHER PARTIES,1,0,0,0,4
Baltimore City,07,40,013-009,REPUBLICAN,4,0,0,0,32
Baltimore City,07,40,013-009,UNAFFILIATED,31,6,3,4,117
Baltimore City,07,40,013-010,DEMOCRAT,433,154,32,17,1221
Baltimore City,07,40,013-010,GREEN,3,2,0,1,8
Baltimore City,07,40,013-010,LIBERTARIAN,1,0,0,0,4
Baltimore City,07,40,013-010,OTHER PARTIES,0,1,0,1,7
Baltimore City,07,40,013-010,REPUBLICAN,15,5,2,0,57
Baltimore City,07,40,013-010,UNAFFILIATED,46,6,4,3,170
Baltimore City,07,43,013-011,DEMOCRAT,733,192,64,13,1356
Baltimore City,07,43,013-011,GREEN,3,1,0,0,17
Baltimore City,07,43,013-011,LIBERTARIAN,6,0,1,0,12
Baltimore City,07,43,013-011,OTHER PARTIES,4,1,0,0,8
Baltimore City,07,43,013-011,REPUBLICAN,85,11,3,0,197
Baltimore City,07,43,013-011,UNAFFILIATED,139,31,11,5,346
Baltimore City,03,40,013-012,DEMOCRAT,686,126,44,15,1127
Baltimore City,03,40,013-012,GREEN,7,1,1,0,13
Baltimore City,03,40,013-012,LIBERTARIAN,1,0,1,0,5
Baltimore City,03,40,013-012,OTHER PARTIES,3,0,0,0,6
Baltimore City,03,40,013-012,REPUBLICAN,75,11,2,1,154
Baltimore City,03,40,013-012,UNAFFILIATED,106,13,6,1,250
Baltimore City,07,40,013-013,DEMOCRAT,36,4,3,6,64
Baltimore City,07,40,013-013,GREEN,0,0,0,0,1
Baltimore City,07,40,013-013,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,40,013-013,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,40,013-013,REPUBLICAN,5,0,1,0,8
Baltimore City,07,40,013-013,UNAFFILIATED,7,0,0,2,11
Baltimore City,07,40,014-001,DEMOCRAT,345,76,36,32,721
Baltimore City,07,40,014-001,GREEN,1,0,0,0,2
Baltimore City,07,40,014-001,LIBERTARIAN,2,0,0,0,5
Baltimore City,07,40,014-001,OTHER PARTIES,1,0,0,1,4
Baltimore City,07,40,014-001,REPUBLICAN,12,1,3,0,38
Baltimore City,07,40,014-001,UNAFFILIATED,43,9,5,5,130
Baltimore City,07,40,014-002,DEMOCRAT,245,91,22,21,640
Baltimore City,07,40,014-002,GREEN,2,0,0,0,4
Baltimore City,07,40,014-002,LIBERTARIAN,1,0,0,0,3
Baltimore City,07,40,014-002,OTHER PARTIES,2,1,0,0,9
Baltimore City,07,40,014-002,REPUBLICAN,7,3,0,1,24
Baltimore City,07,40,014-002,UNAFFILIATED,25,7,6,3,94
Baltimore City,07,44A,014-003,DEMOCRAT,177,29,7,25,673
Baltimore City,07,44A,014-003,GREEN,1,0,0,0,1
Baltimore City,07,44A,014-003,LIBERTARIAN,1,0,0,0,2
Baltimore City,07,44A,014-003,OTHER PARTIES,0,0,0,1,4
Baltimore City,07,44A,014-003,REPUBLICAN,5,0,0,0,24
Baltimore City,07,44A,014-003,UNAFFILIATED,13,2,0,2,89
Baltimore City,07,44A,014-004,DEMOCRAT,638,174,28,72,1885
Baltimore City,07,44A,014-004,GREEN,3,0,0,0,9
Baltimore City,07,44A,014-004,LIBERTARIAN,3,0,0,0,5
Baltimore City,07,44A,014-004,OTHER PARTIES,1,1,0,2,11
Baltimore City,07,44A,014-004,REPUBLICAN,22,6,2,3,91
Baltimore City,07,44A,014-004,UNAFFILIATED,53,7,2,6,183
Baltimore City,07,40,014-005,DEMOCRAT,98,33,2,44,400
Baltimore City,07,40,014-005,GREEN,0,1,0,0,1
Baltimore City,07,40,014-005,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,014-005,OTHER PARTIES,0,0,0,0,1
Baltimore City,07,40,014-005,REPUBLICAN,4,0,0,3,22
Baltimore City,07,40,014-005,UNAFFILIATED,7,0,2,0,31
Baltimore City,07,41,015-001,DEMOCRAT,371,176,13,9,1252
Baltimore City,07,41,015-001,GREEN,0,0,0,0,3
Baltimore City,07,41,015-001,LIBERTARIAN,1,0,0,0,1
Baltimore City,07,41,015-001,OTHER PARTIES,0,0,0,0,3
Baltimore City,07,41,015-001,REPUBLICAN,3,3,1,0,38
Baltimore City,07,41,015-001,UNAFFILIATED,20,6,0,1,111
Baltimore City,07,41,015-002,DEMOCRAT,203,112,21,14,760
Baltimore City,07,41,015-002,GREEN,0,0,0,0,0
Baltimore City,07,41,015-002,LIBERTARIAN,1,0,0,0,1
Baltimore City,07,41,015-002,OTHER PARTIES,0,1,0,0,4
Baltimore City,07,41,015-002,REPUBLICAN,2,4,1,0,21
Baltimore City,07,41,015-002,UNAFFILIATED,13,1,1,4,60
Baltimore City,07,41,015-003,DEMOCRAT,631,309,40,28,2022
Baltimore City,07,41,015-003,GREEN,0,0,0,0,1
Baltimore City,07,41,015-003,LIBERTARIAN,2,0,0,0,7
Baltimore City,07,41,015-003,OTHER PARTIES,0,0,1,0,4
Baltimore City,07,41,015-003,REPUBLICAN,4,10,2,1,54
Baltimore City,07,41,015-003,UNAFFILIATED,44,17,0,3,187
Baltimore City,07,40,015-004,DEMOCRAT,231,79,4,5,661
Baltimore City,07,40,015-004,GREEN,0,0,0,0,1
Baltimore City,07,40,015-004,LIBERTARIAN,1,0,0,0,1
Baltimore City,07,40,015-004,OTHER PARTIES,1,1,0,0,3
Baltimore City,07,40,015-004,REPUBLICAN,6,1,0,0,29
Baltimore City,07,40,015-004,UNAFFILIATED,15,4,0,0,60
Baltimore City,07,40,015-005,DEMOCRAT,370,209,25,36,1032
Baltimore City,07,40,015-005,GREEN,1,0,0,0,2
Baltimore City,07,40,015-005,LIBERTARIAN,2,0,0,1,2
Baltimore City,07,40,015-005,OTHER PARTIES,1,0,0,2,4
Baltimore City,07,40,015-005,REPUBLICAN,10,0,0,1,29
Baltimore City,07,40,015-005,UNAFFILIATED,23,9,0,4,91
Baltimore City,07,40,015-006,DEMOCRAT,494,196,13,45,1472
Baltimore City,07,40,015-006,GREEN,1,0,0,0,3
Baltimore City,07,40,015-006,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,40,015-006,OTHER PARTIES,2,2,0,1,9
Baltimore City,07,40,015-006,REPUBLICAN,7,2,1,1,40
Baltimore City,07,40,015-006,UNAFFILIATED,30,8,1,1,131
Baltimore City,07,41,015-007,DEMOCRAT,369,142,10,34,1180
Baltimore City,07,41,015-007,GREEN,0,0,0,0,1
Baltimore City,07,41,015-007,LIBERTARIAN,0,0,0,0,6
Baltimore City,07,41,015-007,OTHER PARTIES,0,0,0,1,5
Baltimore City,07,41,015-007,REPUBLICAN,5,2,0,0,36
Baltimore City,07,41,015-007,UNAFFILIATED,19,2,2,3,103
Baltimore City,07,41,015-008,DEMOCRAT,220,135,5,7,579
Baltimore City,07,41,015-008,GREEN,1,0,0,0,1
Baltimore City,07,41,015-008,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,41,015-008,OTHER PARTIES,1,1,0,0,3
Baltimore City,07,41,015-008,REPUBLICAN,4,3,0,0,21
Baltimore City,07,41,015-008,UNAFFILIATED,5,7,0,0,40
Baltimore City,07,41,015-009,DEMOCRAT,584,276,24,40,2195
Baltimore City,07,41,015-009,GREEN,1,0,0,0,9
Baltimore City,07,41,015-009,LIBERTARIAN,2,0,0,0,5
Baltimore City,07,41,015-009,OTHER PARTIES,1,0,0,1,8
Baltimore City,07,41,015-009,REPUBLICAN,8,8,1,1,68
Baltimore City,07,41,015-009,UNAFFILIATED,40,9,1,3,189
Baltimore City,07,41,015-010,DEMOCRAT,355,149,20,28,1103
Baltimore City,07,41,015-010,GREEN,1,1,0,1,3
Baltimore City,07,41,015-010,LIBERTARIAN,1,0,0,0,3
Baltimore City,07,41,015-010,OTHER PARTIES,0,1,0,0,7
Baltimore City,07,41,015-010,REPUBLICAN,17,4,0,0,55
Baltimore City,07,41,015-010,UNAFFILIATED,32,9,2,1,108
Baltimore City,07,41,015-011,DEMOCRAT,305,115,13,19,1064
Baltimore City,07,41,015-011,GREEN,1,0,0,0,3
Baltimore City,07,41,015-011,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,41,015-011,OTHER PARTIES,1,0,0,0,9
Baltimore City,07,41,015-011,REPUBLICAN,4,3,0,0,39
Baltimore City,07,41,015-011,UNAFFILIATED,30,13,4,4,129
Baltimore City,07,41,015-012,DEMOCRAT,48,11,0,14,228
Baltimore City,07,41,015-012,GREEN,0,0,0,0,1
Baltimore City,07,41,015-012,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,41,015-012,OTHER PARTIES,1,0,0,0,2
Baltimore City,07,41,015-012,REPUBLICAN,2,1,0,0,5
Baltimore City,07,41,015-012,UNAFFILIATED,4,1,0,1,29
Baltimore City,07,40,015-013,DEMOCRAT,160,56,11,14,622
Baltimore City,07,40,015-013,GREEN,0,0,0,0,1
Baltimore City,07,40,015-013,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,40,015-013,OTHER PARTIES,0,0,0,13,1
Baltimore City,07,40,015-013,REPUBLICAN,3,0,2,0,26
Baltimore City,07,40,015-013,UNAFFILIATED,5,0,1,0,48
Baltimore City,07,40,015-014,DEMOCRAT,361,121,12,17,1120
Baltimore City,07,40,015-014,GREEN,0,0,0,0,0
Baltimore City,07,40,015-014,LIBERTARIAN,1,0,0,0,4
Baltimore City,07,40,015-014,OTHER PARTIES,0,0,0,0,1
Baltimore City,07,40,015-014,REPUBLICAN,5,0,0,0,32
Baltimore City,07,40,015-014,UNAFFILIATED,15,9,0,0,91
Baltimore City,07,40,015-015,DEMOCRAT,148,43,1,1,630
Baltimore City,07,40,015-015,GREEN,1,0,0,0,3
Baltimore City,07,40,015-015,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,015-015,OTHER PARTIES,0,0,0,0,2
Baltimore City,07,40,015-015,REPUBLICAN,1,1,0,0,21
Baltimore City,07,40,015-015,UNAFFILIATED,4,1,0,0,53
Baltimore City,07,40,015-016,DEMOCRAT,184,42,10,5,659
Baltimore City,07,40,015-016,GREEN,0,0,0,0,1
Baltimore City,07,40,015-016,LIBERTARIAN,1,0,0,0,1
Baltimore City,07,40,015-016,OTHER PARTIES,0,0,0,0,1
Baltimore City,07,40,015-016,REPUBLICAN,1,0,0,0,23
Baltimore City,07,40,015-016,UNAFFILIATED,6,5,0,2,67
Baltimore City,07,40,015-017,DEMOCRAT,414,68,7,18,1368
Baltimore City,07,40,015-017,GREEN,2,0,0,0,3
Baltimore City,07,40,015-017,LIBERTARIAN,1,0,0,0,2
Baltimore City,07,40,015-017,OTHER PARTIES,1,1,0,0,4
Baltimore City,07,40,015-017,REPUBLICAN,3,4,0,0,47
Baltimore City,07,40,015-017,UNAFFILIATED,15,7,0,3,133
Baltimore City,07,40,015-018,DEMOCRAT,568,139,9,37,2368
Baltimore City,07,40,015-018,GREEN,0,0,0,0,8
Baltimore City,07,40,015-018,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,40,015-018,OTHER PARTIES,2,2,0,0,14
Baltimore City,07,40,015-018,REPUBLICAN,10,3,0,0,87
Baltimore City,07,40,015-018,UNAFFILIATED,24,8,2,3,190
Baltimore City,07,44A,015-019,DEMOCRAT,26,2,1,3,73
Baltimore City,07,44A,015-019,GREEN,0,0,0,0,0
Baltimore City,07,44A,015-019,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,44A,015-019,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,44A,015-019,REPUBLICAN,0,0,0,1,2
Baltimore City,07,44A,015-019,UNAFFILIATED,1,0,0,1,6
Baltimore City,07,40,015-020,DEMOCRAT,565,147,22,36,1942
Baltimore City,07,40,015-020,GREEN,0,0,0,0,2
Baltimore City,07,40,015-020,LIBERTARIAN,0,0,0,0,4
Baltimore City,07,40,015-020,OTHER PARTIES,2,0,0,0,9
Baltimore City,07,40,015-020,REPUBLICAN,6,1,0,0,72
Baltimore City,07,40,015-020,UNAFFILIATED,27,7,2,8,190
Baltimore City,07,40,015-021,DEMOCRAT,236,114,20,4,856
Baltimore City,07,40,015-021,GREEN,0,0,0,0,2
Baltimore City,07,40,015-021,LIBERTARIAN,1,0,0,0,3
Baltimore City,07,40,015-021,OTHER PARTIES,0,0,0,1,1
Baltimore City,07,40,015-021,REPUBLICAN,7,0,0,0,32
Baltimore City,07,40,015-021,UNAFFILIATED,15,9,0,1,91
Baltimore City,07,40,015-022,DEMOCRAT,305,73,5,22,1064
Baltimore City,07,40,015-022,GREEN,1,0,0,0,2
Baltimore City,07,40,015-022,LIBERTARIAN,0,0,0,0,3
Baltimore City,07,40,015-022,OTHER PARTIES,0,0,0,0,5
Baltimore City,07,40,015-022,REPUBLICAN,4,0,0,1,45
Baltimore City,07,40,015-022,UNAFFILIATED,10,5,1,1,114
Baltimore City,07,40,015-023,DEMOCRAT,363,121,8,24,1362
Baltimore City,07,40,015-023,GREEN,0,0,0,0,3
Baltimore City,07,40,015-023,LIBERTARIAN,0,0,0,0,4
Baltimore City,07,40,015-023,OTHER PARTIES,0,0,0,0,8
Baltimore City,07,40,015-023,REPUBLICAN,2,2,0,0,52
Baltimore City,07,40,015-023,UNAFFILIATED,17,5,0,1,134
Baltimore City,07,40,015-024,DEMOCRAT,336,207,15,19,1518
Baltimore City,07,40,015-024,GREEN,2,0,0,0,5
Baltimore City,07,40,015-024,LIBERTARIAN,1,0,0,0,1
Baltimore City,07,40,015-024,OTHER PARTIES,1,1,0,1,5
Baltimore City,07,40,015-024,REPUBLICAN,8,6,0,2,59
Baltimore City,07,40,015-024,UNAFFILIATED,13,6,0,1,125
Baltimore City,07,40,015-025,DEMOCRAT,120,58,3,13,658
Baltimore City,07,40,015-025,GREEN,0,0,0,1,2
Baltimore City,07,40,015-025,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,015-025,OTHER PARTIES,0,0,0,1,0
Baltimore City,07,40,015-025,REPUBLICAN,1,0,0,0,26
Baltimore City,07,40,015-025,UNAFFILIATED,6,1,1,4,67
Baltimore City,07,44A,016-001,DEMOCRAT,168,61,5,0,671
Baltimore City,07,44A,016-001,GREEN,0,0,0,0,3
Baltimore City,07,44A,016-001,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,44A,016-001,OTHER PARTIES,0,0,0,0,1
Baltimore City,07,44A,016-001,REPUBLICAN,2,1,0,0,26
Baltimore City,07,44A,016-001,UNAFFILIATED,5,3,0,1,60
Baltimore City,07,40,016-002,DEMOCRAT,235,94,7,5,977
Baltimore City,07,40,016-002,GREEN,1,0,0,0,1
Baltimore City,07,40,016-002,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,40,016-002,OTHER PARTIES,0,0,0,0,2
Baltimore City,07,40,016-002,REPUBLICAN,8,2,1,0,51
Baltimore City,07,40,016-002,UNAFFILIATED,13,2,0,0,95
Baltimore City,07,44A,016-003,DEMOCRAT,163,62,0,26,678
Baltimore City,07,44A,016-003,GREEN,0,0,0,0,1
Baltimore City,07,44A,016-003,LIBERTARIAN,3,0,0,0,4
Baltimore City,07,44A,016-003,OTHER PARTIES,0,0,0,0,2
Baltimore City,07,44A,016-003,REPUBLICAN,2,0,0,1,26
Baltimore City,07,44A,016-003,UNAFFILIATED,3,3,0,1,69
Baltimore City,07,44A,016-004,DEMOCRAT,110,28,2,7,451
Baltimore City,07,44A,016-004,GREEN,0,0,0,0,0
Baltimore City,07,44A,016-004,LIBERTARIAN,0,0,0,0,2
Baltimore City,07,44A,016-004,OTHER PARTIES,1,0,0,3,4
Baltimore City,07,44A,016-004,REPUBLICAN,3,1,0,0,29
Baltimore City,07,44A,016-004,UNAFFILIATED,6,1,1,1,52
Baltimore City,07,44A,016-005,DEMOCRAT,362,102,41,9,1426
Baltimore City,07,44A,016-005,GREEN,0,0,0,0,1
Baltimore City,07,44A,016-005,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,44A,016-005,OTHER PARTIES,1,0,0,0,10
Baltimore City,07,44A,016-005,REPUBLICAN,9,0,1,2,63
Baltimore City,07,44A,016-005,UNAFFILIATED,17,5,2,0,135
Baltimore City,07,40,016-006,DEMOCRAT,373,148,12,20,1318
Baltimore City,07,40,016-006,GREEN,1,0,0,0,3
Baltimore City,07,40,016-006,LIBERTARIAN,1,0,0,0,3
Baltimore City,07,40,016-006,OTHER PARTIES,1,0,0,0,6
Baltimore City,07,40,016-006,REPUBLICAN,13,1,0,0,55
Baltimore City,07,40,016-006,UNAFFILIATED,21,9,0,0,114
Baltimore City,07,44A,016-007,DEMOCRAT,328,146,20,18,1178
Baltimore City,07,44A,016-007,GREEN,0,0,0,0,0
Baltimore City,07,44A,016-007,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,44A,016-007,OTHER PARTIES,1,0,0,0,4
Baltimore City,07,44A,016-007,REPUBLICAN,3,4,0,1,38
Baltimore City,07,44A,016-007,UNAFFILIATED,15,1,0,1,99
Baltimore City,07,40,016-008,DEMOCRAT,209,96,6,11,761
Baltimore City,07,40,016-008,GREEN,0,0,0,0,1
Baltimore City,07,40,016-008,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,016-008,OTHER PARTIES,0,1,0,0,5
Baltimore City,07,40,016-008,REPUBLICAN,2,1,0,0,34
Baltimore City,07,40,016-008,UNAFFILIATED,7,5,0,2,58
Baltimore City,07,40,016-009,DEMOCRAT,340,81,9,25,1164
Baltimore City,07,40,016-009,GREEN,0,1,0,0,3
Baltimore City,07,40,016-009,LIBERTARIAN,0,0,0,0,0
Baltimore City,07,40,016-009,OTHER PARTIES,2,0,0,0,8
Baltimore City,07,40,016-009,REPUBLICAN,7,1,2,0,52
Baltimore City,07,40,016-009,UNAFFILIATED,17,6,2,3,133
Baltimore City,07,40,016-010,DEMOCRAT,189,61,8,15,725
Baltimore City,07,40,016-010,GREEN,0,0,0,0,0
Baltimore City,07,40,016-010,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,40,016-010,OTHER PARTIES,1,0,0,0,2
Baltimore City,07,40,016-010,REPUBLICAN,3,0,1,1,26
Baltimore City,07,40,016-010,UNAFFILIATED,14,2,3,3,76
Baltimore City,07,40,016-011,DEMOCRAT,166,45,1,16,552
Baltimore City,07,40,016-011,GREEN,0,0,0,0,1
Baltimore City,07,40,016-011,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,40,016-011,OTHER PARTIES,0,0,0,0,0
Baltimore City,07,40,016-011,REPUBLICAN,2,3,1,0,28
Baltimore City,07,40,016-011,UNAFFILIATED,11,2,0,0,50
Baltimore City,07,40,016-012,DEMOCRAT,447,115,9,26,1386
Baltimore City,07,40,016-012,GREEN,0,0,0,0,1
Baltimore City,07,40,016-012,LIBERTARIAN,0,0,0,1,6
Baltimore City,07,40,016-012,OTHER PARTIES,2,0,0,0,13
Baltimore City,07,40,016-012,REPUBLICAN,13,2,0,1,58
Baltimore City,07,40,016-012,UNAFFILIATED,11,4,0,3,120
Baltimore City,07,41,016-013,DEMOCRAT,319,217,13,26,1437
Baltimore City,07,41,016-013,GREEN,0,0,0,0,2
Baltimore City,07,41,016-013,LIBERTARIAN,0,0,0,0,1
Baltimore City,07,41,016-013,OTHER PARTIES,0,0,0,0,10
Baltimore City,07,41,016-013,REPUBLICAN,5,0,2,0,48
Baltimore City,07,41,016-013,UNAFFILIATED,18,2,1,2,119
Baltimore City,07,41,016-014,DEMOCRAT,567,527,23,57,2512
Baltimore City,07,41,016-014,GREEN,1,0,0,0,5
Baltimore City,07,41,016-014,LIBERTARIAN,1,0,0,0,5
